,names,scores,logfoldchanges,pvals,pvals_adj
343,BACH1,3.380581,1.781636,0.0007233279644085896,0.03156206192524709
344,LATS2,3.3690698,4.516249,0.0007542234641302776,0.03282098448583179
345,PRDM16,3.361856,4.38545,0.0007742045789181027,0.03350886799454834
346,MIR100HG,3.3610888,1.138347,0.0007763589044837328,0.03355688589164883
347,DCAF6,3.359247,1.387646,0.0007815520113790299,0.03373594468472788
348,RBMS1,3.356254,1.3811532,0.0007900596299416727,0.034057402705472244
349,MEGF10,3.347736,1.3484831,0.0008147463851484816,0.03491824084657907
350,PPFIBP1,3.347122,1.3300928,0.000816552977604885,0.03491824084657907
351,ZBTB16,3.3407524,1.0250486,0.0008355169443893213,0.03561856448410684
352,GFAP,3.3401384,2.5766222,0.0008373662209403913,0.03561856448410684
353,LMO4,3.3389874,1.9735554,0.0008408438514822906,0.035719180278245714
354,ROCK2,3.3306227,1.264807,0.000866519830161013,0.036761273904386965
355,SENP6,3.3052216,0.9472404,0.0009490137625564644,0.039996820189633665
356,CKB,3.304761,3.5754657,0.0009505741227378515,0.04001007595245885
357,FRMD5,3.2999263,1.0637609,0.0009671019941766948,0.040621529730667454
358,SPRY2,3.2748322,2.2036867,0.0010572476683145217,0.044038273499248846
359,NUTM2B-AS1,3.2708416,1.4615979,0.0010722793513431872,0.04454883747527355
360,PDE3B,3.2599444,1.6656219,0.0011143402977487156,0.04617682408025806
361,ZFYVE21,3.258947,3.0485556,0.0011182662050532954,0.04627026476905981
362,RAB3GAP2,3.2586398,1.3385037,0.0011194767468646885,0.04627026476905981
363,RASL12,3.2573352,6.6680803,0.0011246350785026477,0.04636412778705075
364,AC007364.1,3.2573352,2.101978,0.0011246350785026477,0.04636412778705075
365,SFMBT2,3.2539587,2.9411597,0.001138088268423047,0.04667906097114452
366,ARHGEF26-AS1,3.2539587,2.2585645,0.001138088268423047,0.04667906097114452
367,COL1A2,3.2521937,6.232987,0.0011451796761207226,0.04691000675844006
368,CDC73,3.2508123,1.3104883,0.001150757938783864,0.047078460132539864
369,MICALL2,3.2447498,2.2516978,0.001175538567593714,0.04803107009958286
370,GPC4,3.2332387,5.983264,0.0012239524451334858,0.04988227509576383
371,CASC15,3.231397,2.0299294,0.0012318674209150986,0.05007774964897265
372,IGSF11,3.2281737,1.8255471,0.0012458324687074334,0.05058142823329864
373,TRAM2,3.2268693,3.6934533,0.0012515264352958647,0.05074844882515997
374,AL035446.2,3.2223415,6.265481,0.001271474781705885,0.051427471806655536
375,ATP1B2,3.2120583,1.9638441,0.0013178763889796427,0.053037093022658174
376,AL078600.1,3.2097561,5.597456,0.00132847664051075,0.053396780112644225
377,DDB2,3.2054586,3.0000489,0.0013484745390968554,0.05413282477886939
378,STOM,3.2026958,5.4148316,0.0013614765898738218,0.054586542676401735
379,ACTN4,3.201238,1.4550431,0.0013683853111666874,0.0547951300101224
380,NAALADL2,3.1921058,1.1067737,0.0014123963742624444,0.05627681086778958
381,EDNRB,3.1881151,3.550676,0.0014320348012391146,0.05698859682998037
382,ZFP36L2,3.1848922,2.1254485,0.00144808003117618,0.05755580470448394
383,XPO1,3.179904,1.0737374,0.001473238861074136,0.0584111926214764
384,TPT1-AS1,3.173074,1.2047482,0.0015083407051120481,0.059582240768356
385,BAZ1A,3.1718462,2.1963594,0.0015147322660467883,0.059761212191759956
386,SLMAP,3.1700811,1.158268,0.001523963852403355,0.05997806264697763
387,FSTL1,3.168009,2.8847547,0.0015348670456381357,0.060259480648739275
388,ANKRD33B,3.1608722,3.566784,0.0015729747671022038,0.06145509080959523
389,ELMO1,3.1511261,1.1685529,0.0016264221552421208,0.06346206115276377
390,GNG2,3.1504354,1.5189353,0.0016302724723970144,0.06346206115276377
391,ANKRD11,3.1498983,0.9056739,0.0016332729611127905,0.0635018900074301
392,RAP1GAP2,3.1454473,2.8606725,0.0016583303543208738,0.06419907201099338
393,RB1,3.1442194,1.1952133,0.0016653047196236838,0.06435771488653984
394,EPB41L2,3.137236,1.2275809,0.001705487262711648,0.06567352930693593
395,GFRA1,3.1231158,1.487745,0.0017894731502250021,0.0684969370911513
396,CREB3L2,3.11713,1.400237,0.0018262099518652913,0.06957145030148734
397,TNC,3.1130629,4.741672,0.0018515662153514977,0.0703704721964655
398,JARID2,3.1122186,1.2671669,0.0018568692017387547,0.07048859859791975
399,ADAM33,3.1114511,3.328791,0.0018617022031112665,0.07058862603650333
400,ZRANB2,3.1105304,1.1378493,0.001867517057929257,0.07064229719128161
401,RNF38,3.1053119,1.6503271,0.0019007842358987866,0.07173171061796654
402,TTLL7,3.0995564,1.183753,0.001938106563248402,0.07305433366047233
403,SSBP3,3.0989425,1.2951074,0.0019421270732678491,0.07312005973973854
404,SRPX,3.0915754,2.3923485,0.001990974139792007,0.07478378304025766
405,IFI16,3.071546,1.4268599,0.0021295329477930844,0.07943083695513926
406,PLA2G4A,3.0651765,3.930313,0.0021754150400709145,0.08076699885766175
407,RNF213,3.0632582,1.6459506,0.0021894114920583785,0.08109913502589945
408,COL20A1,3.0515935,1.6279826,0.0022763014379839175,0.08402692032282012
409,ARHGEF12,3.0498285,1.098889,0.0022897210506167987,0.08441465612022532
410,SCN9A,3.0360918,1.016137,0.0023966632138425477,0.08786397158967285
411,SHISA6,3.0350175,2.644297,0.0024052172418886253,0.08807702591020888
412,NUP153,3.0286481,1.5690389,0.0024565069543508087,0.08985275721979069
413,COMT,3.0139906,2.2744858,0.0025783582920507917,0.09388205957960451
414,LINC01473,3.0132232,1.2269834,0.0025848876777228766,0.09401321378263894
415,SLC44A2,3.0125325,1.8541279,0.002590777047961092,0.09412082001727429
416,ARHGAP15,3.004091,3.7288094,0.0026637563005596308,0.09655364965290356
417,MTUS1,2.991352,1.7373918,0.0027774508320597495,0.10024747660991869
418,HADH,2.9749296,2.5968916,0.002930558435635194,0.10503893321475921
419,HERC4,2.9727042,0.9092899,0.0029518890845272416,0.10568552725707063
420,ZNF638,2.9720135,0.75823164,0.002958537690584844,0.10580561017052591
421,P4HA2,2.9715528,3.751465,0.0029629776827571263,0.1058229217307632
422,MDM2,2.9701717,1.7765865,0.0029763341634387263,0.1059206403406406
423,SEPTIN9,2.9696345,3.1678624,0.002981543168860006,0.1059206403406406
424,PLXDC2,2.9696345,1.4421065,0.002981543168860006,0.1059206403406406
425,ECE1,2.9617302,2.4706452,0.0030591576678544617,0.108438022630404
426,TGOLN2,2.9585838,2.1226609,0.0030905621726536594,0.109418836560007
427,CHPT1,2.9582767,1.3860011,0.0030936417124859525,0.109418836560007
428,SHISA9,2.955207,0.83805263,0.003124591358489025,0.11027060601964289
429,AC104389.5,2.9516003,3.798757,0.0031613177473277044,0.11137739995027307
430,AL050309.1,2.951447,1.8131219,0.0031628892652856623,0.11137739995027307
431,LAMP1,2.9502192,2.3942084,0.0031754870666248296,0.11169854013653495
432,DHX15,2.9451542,1.3104935,0.003227937862737803,0.11341928278098964
433,AC020907.1,2.944617,5.767023,0.0032335468795337066,0.11349219457510927
434,LRP10,2.9400892,3.7064116,0.0032811769233979902,0.11459479011501653
435,GALR1,2.9340267,1.6857023,0.0033459535825203974,0.1165458777685928
436,RGCC,2.9304967,1.8427597,0.003384205995344798,0.11768125160601882
437,OPN3,2.9294991,3.7773001,0.0033950883931991548,0.11787379864604416
438,GNAI2,2.9282713,2.018661,0.0034085258466421474,0.11814332225951987
439,CDK14,2.912002,0.75610554,0.0035912012511159675,0.12334912104768908
440,JUND,2.9110045,2.072482,0.0036026876593502643,0.12361144677354031
441,PAPPA,2.9054024,3.6526957,0.0036678111971733727,0.1257115865498643
442,ELF1,2.9032538,1.464989,0.0036930728046465043,0.12644246601409648
443,H3F3B,2.8965006,1.8505002,0.0037734996363226222,0.12892121363883088
444,ZBTB20,2.8942752,0.5342436,0.0038003506275386934,0.12955210776468046
445,PHC3,2.8909752,1.0166166,0.0038404838311370064,0.13051549019784653
446,AC099792.1,2.8846056,2.0300019,0.003919041009754669,0.1322703446544158
447,PLAG1,2.8681831,5.0401087,0.004128363439453844,0.13882972969430388
448,AMD1,2.8630416,1.9825184,0.004195954379676289,0.14051415526934724
449,COL16A1,2.8618138,1.4359622,0.0042122432768356725,0.14080015482609565
450,MIR99AHG,2.861737,0.73121154,0.004213263234870868,0.14080015482609565
451,SEC14L1,2.8608928,2.0597367,0.004224497568036853,0.14095060369828694
452,SAMD5,2.8573627,4.844634,0.004271772482439988,0.14231117559497947
453,C3orf70,2.856442,1.1317782,0.004284183716567211,0.14257674617363317
454,SHMT1,2.853449,2.71611,0.004324746386123509,0.14377767100450983
455,SMC5,2.8498423,1.052586,0.00437409209323236,0.14526780514390614
456,NORAD,2.8400195,2.1853895,0.004511078788082332,0.14934373204676377
457,FPGT,2.8284316,2.0955732,0.004677669972815753,0.1541121955442986
458,ZNF532,2.8283548,0.8892748,0.004678791550854465,0.1541121955442986
459,PLCH1,2.8239806,4.3898344,0.004743125376290418,0.1559114344519619
460,APLP2,2.823597,1.6263931,0.0047488067166314785,0.15592853431721743
461,FRMD6,2.8211412,1.520719,0.004785313380336445,0.15664711071157014
462,TIAM1,2.820297,0.8524735,0.004797921083294725,0.15674998534080378
463,ANKDD1A,2.8070977,1.9552574,0.004999008350400289,0.1630656483910411
464,TNFRSF1A,2.8069441,2.6003973,0.005001390741559255,0.1630656483910411
465,AKAP8L,2.802263,1.4143009,0.005074548647244947,0.16494851194966748
466,TRIP12,2.8018794,1.033067,0.005080587882009945,0.1649778360270469
467,CNTRL,2.795433,1.6576807,0.005183023154913806,0.1678748390734259
468,DPY19L3,2.7952795,1.2525795,0.005185484675722824,0.1678748390734259
469,PARD3,2.7929773,0.8028677,0.005222534462585534,0.16890402242289468
470,PLEKHA7,2.791903,3.1270132,0.0052399060724905066,0.16929535565194428
471,HSPA9,2.790752,1.7940468,0.005258576424643034,0.16972782098232267
472,GYPC,2.7852266,3.289104,0.005349033322536949,0.172128462077429
473,ZNF536,2.7814662,2.2267778,0.005411395336581278,0.1739609221564642
474,MT-ND3,2.7770152,1.6325552,0.005486059451123164,0.17600879048233806
475,GRAMD2B,2.7730248,1.2262928,0.005553788876249501,0.17747256692612212
476,DENND2A,2.77149,1.2049376,0.0055800389323108265,0.17773014174205215
477,CUBN,2.7712598,2.9490025,0.005583986081822532,0.17773014174205215
478,SDC3,2.7703388,1.1082428,0.005599799884907106,0.1778808835843637
479,NDRG2,2.7633555,1.7419864,0.005721042316549345,0.18137341954193703
480,DAAM2,2.7597487,3.039787,0.005784584691523247,0.18284639504750896
481,EPC2,2.7541466,0.9702743,0.005884540551558541,0.18564049097573923
482,OGFRL1,2.7435563,2.731746,0.006077761202689076,0.19079892573251186
483,GSN,2.7393355,2.3023286,0.006156348937370719,0.19288892304747382
484,HSP90AA1,2.7302802,2.1569629,0.006328050910112775,0.19769003402555618
485,PRKAR1A,2.725906,1.4099398,0.006412525524850074,0.20013436076828
486,ARID5B,2.723527,1.251149,0.006458892586984179,0.20138576255436594
487,PHLDB1,2.721455,1.0619712,0.00649952231268018,0.20244776447110582
488,ATF7,2.721148,1.2586339,0.006505561044190603,0.20244776447110582
489,TTLL5,2.7193062,1.3915967,0.006541899531291974,0.20318481958166515
490,SLC27A1,2.7087162,1.4840649,0.006754410951624263,0.20938021979866137
491,BCKDHB,2.707872,1.0115532,0.006771614366596915,0.20950905142895948
492,NFATC2,2.7040348,2.9066374,0.0068503090502743825,0.21173982208812492
493,NFE2L1,2.7034976,3.6252933,0.006861391633171951,0.21187845413395887
494,OLMALINC,2.6985097,2.0304234,0.006965073177037399,0.2144537358217282
495,FOXJ3,2.6982026,0.9424723,0.006971499305554546,0.2144537358217282
496,MYO1C,2.6872287,3.742171,0.007204760277734571,0.2214171065257854
497,ASCC3,2.6864612,1.021296,0.007221331339767613,0.22171420265452854
498,TGFBR3,2.6818569,3.0714517,0.007321478006165176,0.2243599868015216
499,NR4A2,2.6746433,3.6752832,0.007480881267307099,0.22902621725411582
500,SLC20A2,2.6707294,1.6284138,0.007568662182868154,0.23105283840571367
501,OGA,2.6659715,0.97234637,0.007676619256638219,0.23390382108817495
502,ZCCHC24,2.6613672,0.79626375,0.007782405824059799,0.2366779953027277
503,MARK3,2.6563022,0.770806,0.007900278036228722,0.23986311673358052
504,NUMA1,2.6562254,1.6503468,0.007902076210622083,0.23986311673358052
505,UTP23,2.6553812,1.7889398,0.00792188033722866,0.24023719266298246
506,CEP350,2.653463,1.0140874,0.00796705512882717,0.24137922213423074
507,KCTD1,2.6467097,1.4799447,0.008127911281480804,0.2457889555600339
508,TNNI3K,2.6458654,1.9362632,0.008148221360533548,0.246171334895141
509,ALPK1,2.6452515,5.7811856,0.008163020846191683,0.2463866677400807
510,MED15,2.6381915,1.5799795,0.00833495223987545,0.25086878274001884
511,PRKCE,2.6365798,0.80305064,0.008374648711858888,0.2515919956794651
512,SERPING1,2.6348147,3.4780285,0.008418319764982396,0.25260294576568065
513,GSAP,2.6345847,1.3746381,0.008424030979761606,0.25260294576568065
514,AC006059.1,2.6309779,1.9188021,0.008513960219723523,0.25434961158736835
515,TCF7L1,2.6302872,2.766475,0.00853127831402722,0.2546301143633682
516,AGRN,2.6226897,2.8456383,0.008723866461183323,0.259895149722544
517,SYTL4,2.6204643,1.9419184,0.008781012189803978,0.2611131541440322
518,HHAT,2.6108718,2.6445284,0.009031176331070407,0.26706834979035554
519,ARHGAP5,2.6038883,0.85037065,0.009217278667471233,0.2720706841965429
520,SRGAP2C,2.6012025,1.3900084,0.00928976292088037,0.2738295845793215
521,EP400,2.601049,0.99771535,0.009293920199017919,0.2738295845793215
522,SPATA13,2.600128,1.846528,0.009318898746965603,0.27406266781941424
523,AKAP9,2.5989769,0.68592244,0.009350206153848033,0.2744806861342135
524,PHLDA3,2.5989769,3.344717,0.009350206153848033,0.2744806861342135
525,CHML,2.5956771,3.2387347,0.00944047475568574,0.27687748564278314
526,CEBPB,2.5926075,4.970956,0.009525142559368123,0.27885137036837493
527,GSE1,2.5902286,1.8749106,0.00959122517773998,0.28027497414296587
528,DSTYK,2.5864682,1.950122,0.009696512270227425,0.2828369587269335
529,RND3,2.5860078,4.8697047,0.009709475110706814,0.28295807003661466
530,SYNE3,2.5668225,1.9776796,0.010263511614080591,0.29641427651636526
531,PTPRJ,2.5651343,0.7179547,0.010313588583417507,0.2975928996913326
532,SELENOW,2.5620646,2.7068944,0.010405194995256689,0.299966640280672
533,SCARA3,2.5609136,3.127739,0.010439733612821042,0.3006924170186079
534,SYNCRIP,2.558995,1.4309129,0.01049752469331463,0.3020860264568095
535,PDPN,2.549786,2.6651886,0.010778901965746459,0.30990549384955013
536,AUH,2.5469468,1.1431102,0.010867002160238044,0.31215901106980753
537,GOLGA4,2.5448747,0.8704377,0.010931694826311832,0.3137367107658664
538,ZFP36L1,2.5405004,1.470265,0.011069393279719187,0.31712182442299885
539,CNKSR3,2.5367403,1.2818551,0.011188995038439948,0.3202537076952637
540,METRN,2.5362797,1.7549887,0.011203718743095035,0.3202537076952637
541,ACSS1,2.5361264,1.7843755,0.011208630467055157,0.3202537076952637
542,ZEB2,2.52968,0.7707096,0.01141665741439802,0.32475283690291623
543,KATNAL1,2.5256896,1.8941978,0.011547146912225546,0.3278838400407811
544,SND1,2.5245385,1.030786,0.011585033260801634,0.32808936787534787
545,PON2,2.5142553,1.0583907,0.011928408522099372,0.3369224623458411
546,CNOT2,2.5121832,0.9949923,0.011998678395973326,0.33831216565995026
547,AC124254.2,2.5101879,1.547192,0.012066692266129084,0.33993142291818906
548,RASGRF1,2.5088067,4.155471,0.012113978755390855,0.34096444148061117
549,SRRM2,2.5035882,0.7267668,0.012294102061928857,0.34527654918489636
550,ABHD3,2.5022836,2.23642,0.01233950197839982,0.345796776645995
551,PARD3B,2.495684,1.089169,0.012571455617426506,0.349930363903486
552,SNCA,2.4912329,1.3188441,0.012730061193519203,0.3533499699480287
553,ITPRIPL2,2.487396,2.9451265,0.01286820892650727,0.3568761050732132
554,CNBP,2.484096,1.7339889,0.012988075174492736,0.359347057485815
555,AC016705.2,2.472278,2.1513648,0.013425505596759802,0.3694602504198295
556,EXT1,2.4636064,1.1831427,0.01375470878732278,0.3772267059819565
557,IMMP2L,2.4630692,0.97154427,0.013775334417709846,0.3774700211815288
558,MT3,2.4623785,1.3540319,0.013801893216078064,0.3778753628596309
559,HNRNPA3,2.4603832,1.1545843,0.01387887279850338,0.37965928443265423
560,TOB1,2.4550881,2.2464983,0.014085005630960086,0.3844801409051053
561,LONRF1,2.4549346,1.8424745,0.014091020577465635,0.3844801409051053
562,MON2,2.447107,0.7957237,0.014400804387469164,0.39226618566884836
563,PTBP2,2.4431167,0.71488905,0.014561033027745788,0.39570814299995033
564,HSP90AB1,2.44304,2.343559,0.014564129690983692,0.39570814299995033
565,RAP1GDS1,2.4402003,1.1200129,0.014679115170882292,0.39815860110885537
566,URI1,2.4282289,0.9140438,0.015172764615248543,0.410162740419787
567,PTGES3,2.4268475,1.4808953,0.015230654459440244,0.41138138600918706
568,CCDC18-AS1,2.4237013,1.023434,0.015363241179297538,0.4140931468120629
569,STK32A-AS1,2.4230106,1.9126625,0.015392481207659915,0.4143583688046925
570,IGF1R,2.42232,0.75973594,0.01542177020992551,0.4144520086123496
571,NASP,2.42232,0.9228517,0.01542177020992551,0.4144520086123496
572,HBP1,2.421706,1.2483374,0.015447846047495955,0.4148056653974353
573,MIR3659HG,2.421322,3.7100115,0.015464163144544987,0.4148969084269526
574,RBMS3-AS3,2.4197106,3.0737157,0.0155328607094314,0.41639217168897275
575,FERMT2,2.4147224,1.3205278,0.015747201017366704,0.4217859555235461
576,NUBPL,2.4144156,1.3893567,0.015760475761219,0.4217897325596235
577,RRAS2,2.3977628,1.5698552,0.01649554213683979,0.43890168659868256
578,B4GAT1,2.3875563,3.4200654,0.016960804019324212,0.4494288789781181
579,MAP4K4,2.3869424,0.7946312,0.016989153326465372,0.4494288789781181
580,ANKRD13A,2.3869424,1.9534917,0.016989153326465372,0.4494288789781181
581,ARGLU1,2.3804963,0.8161663,0.01728934068586481,0.4558679606950315
582,EPC1,2.3798056,0.7356302,0.017321777900802846,0.4560694670631553
583,ZNF518A,2.3797288,0.9198081,0.017325385328259366,0.4560694670631553
584,SFXN5,2.3791916,1.7279166,0.01735065577396863,0.4563606143988555
585,POU3F1,2.3785777,7.3257465,0.017379575858315115,0.456747200237144
586,UBE2D3,2.374587,0.81004506,0.01756858881542943,0.46058386106736005
587,FRYL,2.3682945,0.8582291,0.01787030956592747,0.4669690738077792
588,PPP4R3B,2.364227,1.0241753,0.018067731012952674,0.4713608297977052
589,SRSF5,2.3632295,0.9589078,0.018116445888977054,0.4719628200082226
590,PSAP,2.3631527,1.7823397,0.018120197947069545,0.4719628200082226
591,IFITM3,2.3625388,5.9279804,0.018150238918225068,0.4723621741157196
592,S100A10,2.3559391,6.0774384,0.018475943884842982,0.4792850871257935
593,MT-CO2,2.3528695,1.0560302,0.0186291695937213,0.48248046895351576
594,CFLAR,2.3491092,1.4446846,0.018818385391414904,0.4869882730421351
595,KLF13,2.3484185,1.6879752,0.018853321448691628,0.48710733573992887
596,TTC28-AS1,2.3474977,1.3525912,0.018899991089038854,0.48792058989106335
597,KLF15,2.347114,1.8374941,0.018919466570921296,0.4880310593776204
598,FOXD3,2.3405142,5.569908,0.019257202339850753,0.4959463136682493
599,NMRK1,2.3386724,2.6660767,0.019352389643734317,0.49799839215426894
600,GREB1,2.3382888,2.403317,0.01937227200137018,0.4981109009799867
601,PIK3C2A,2.3365238,1.0789319,0.019463960913607126,0.49926925298761404
602,JADE2,2.3324566,2.1376214,0.019676688755332215,0.5031185186126544
603,CMTM1,2.326701,2.6052222,0.01998118733324839,0.5096869191479524
604,DICER1,2.3244755,1.0105958,0.020100024854370506,0.511303429523503
605,MTM1,2.3116598,1.747951,0.020796439823702908,0.5263023364367367
606,ERBB2,2.3035252,5.0735126,0.021249307562623054,0.5364948996648109
607,HIVEP2,2.30153,0.8781293,0.021361691521673692,0.5380633123282751
608,CTSD,2.3001487,2.6831765,0.021439798701435565,0.5391849140928764
609,TLN1,2.2897887,2.637925,0.022033569843893732,0.5513193286742725
610,PUM3,2.289712,1.0429431,0.022038020993836394,0.5513193286742725
611,SPARCL1,2.2896352,1.2813395,0.02204247292597745,0.5513193286742725
612,SCRN1,2.2874098,1.3876209,0.022171919714687734,0.5541254487449001
613,BLZF1,2.285261,1.592994,0.02229752965273647,0.5563987294464893
614,TMEM123,2.2797356,1.3451558,0.022623371754049194,0.5632167316909223
615,TCEA1,2.2739801,1.5976373,0.02296718331376478,0.5691289291061388
616,MTCH1,2.2739801,2.9774556,0.02296718331376478,0.5691289291061388
617,GABRG1,2.2706802,4.8430347,0.0231663417186678,0.5731795564676552
618,LTBP4,2.2700663,4.624489,0.023203559435052177,0.5736584382268674
619,PPP3CB,2.268378,0.97211945,0.02330617596410621,0.5753096395751506
620,FBXW7,2.264234,1.1045257,0.023559724739707993,0.5806757943328643
